"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 12 October 2019,United Kingdom,7.5,4,“They allowed me to shorten my stay without paying which I...”,"['• Leisure trip', '• Solo traveller', '• Bed in 8-Bed Female Dormitory Room', '• Stayed 3 nights', '• Submitted via mobile']",,They allowed me to shorten my stay without paying which I really appreciated it! The location was perfect as I love Indian food and it was in Little India :) Breakfast was nice. The staff members were nice,Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 12 October 2019,Netherlands,8.3,15,"“Common room is nice, they give various tips on what you can...”","['• Leisure trip', '• Solo traveller', '• Bed in 8-Bed Mixed Dormitory Room', '• Stayed 3 nights', '• Submitted via mobile']",The bathroom is small and can use an update. Breakfast is basic.,"Common room is nice, they give various tips on what you can do, you can borrow travel books etc.",Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 9 October 2019,Israel,9.6,1,“Awesome place for backpackers ”,"['• Leisure trip', '• Solo traveller', '• Bed in 12-Bed Mixed Dormitory Room', '• Stayed 6 nights', '• Submitted via mobile']",,"If you travel solo (or with friends as well), I highly recommend this hostel. Common space is a bomb! Very social and easy to make new friends and travel with! The staff gave me amazing service and they truly know how to host their guests. Lovely!",Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 9 October 2019,Armenia,9.6,9,"“Great staff, good location, cheap but great for Singapore”","['• Leisure trip', '• Solo traveller', '• Bed in 12-Bed Mixed Dormitory Room', '• Stayed 2 nights']",The quality of the showers that they sell is not good and they don't provide rental towels so it's better to take one with you.,The venue met my expectations in terms of paying that amount of money. The staff was friendly and helpful. They help me to figure out many things. The location is great: near MRT. Clean toilets and shower cabins.,Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 8 October 2019,Indonesia,7.5,32,“My 3rd time stay here and all still same.”,"['• Leisure trip', '• Solo traveller', '• Bed in 12-Bed Mixed Dormitory Room', '• Stayed 1 night']","Wifi still working slow in room like before, have to go to common room to get better connection",My 3rd time stay here and all still same. A place to stay with basic facilities. Good value for money.,Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 6 October 2019,Australia,6.3,3,"“Good location, close to the train station.”","['• Leisure trip', '• Couple', '• Bed in 12-Bed Mixed Dormitory Room', '• Stayed 2 nights', '• Submitted via mobile']",In the first night I couldn’t sleep because of the terrible smell in the room. Second night I asked to move and the other room was better but noisy.,"Good location, close to the train station. Good price and fair breakfast for what you pay.",Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 5 October 2019,Belgium,6.3,1,"“Would recommend it, but only for the scooter tour!”","['• Leisure trip', '• Solo traveller', '• Bed in 8-Bed Mixed Dormitory Room', '• Stayed 4 nights']","The accomodation was rather basic. It was clean, but simple. The beds made a lot of noise and you could feel the mattresses were already quite old. There wasn't enough plugs for everyone sometimes and there isn't enough space in the showers where you could easily change clothes or get dressed.",The free scooter tour was amazing! The guide was experienced and we saw a lot of Singapore in a couple of hours. It's a great way to get to know some of your fellow travellers. Also the WiFi was good!,Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 4 October 2019,Indonesia,9.2,1,“Awesome experience”,"['• Leisure trip', '• Solo traveller', '• Bed in 12-Bed Mixed Dormitory Room', '• Stayed 2 nights', '• Submitted via mobile']",,It's just a regular hostel but the staff was really nice and everything is constantly being cleaned so I liked that. Honestly I have nothing to complain about.,Stayed in September 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 3 October 2019,United Kingdom,7.5,18,“free simple breakfast a.”,"['• Leisure trip', '• People with friends', '• Bed in 12-Bed Mixed Dormitory Room', '• Stayed 1 night', '• Submitted via mobile']","cramped rooms, no bed linen even pillow (have to pay deposit, fair enough but a bit stingy), could be plug sockets by each bed","free simple breakfast a.k.a toast & boiled eggs, tea & coffee, nice social communal area with lots of books & nice music playing, clean, decent bathrooms, lockers (own padlock)",Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 2 October 2019,Nicaragua,6.3,23,“Great staff but property need some serious maintenance”,"['• Leisure trip', '• Solo traveller', '• Bed in 12-Bed Mixed Dormitory Room', '• Stayed 4 nights', '• Submitted via mobile']","Ok.... my bed has super hard and had strings coming out of the mattres, a bit painful. The place is painted in dark colors so it looks dark and the walls looks dirty. In one of the rooms there was a bed bugs problem. No lockers in the room just outside and the are super small just for an small purse or bag, overal the property need maintenance such as painting and replacing mattresses I mean lots of things needs to be replace.  Breakfast very basic.","The girls at the front desk are amazing giving instructions of what to do, where to go, there was one specially she made me a list of places I shouldn’t miss to go eat. They have an scooter tour for free, sign in if you can it was fun. The place is located in Indian neighborhood close to the metro, few steps and you are there. The area didn’t look clean to me but I guess that how indian neighborhoods look like. Also close to few hawker centers!",Stayed in September 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
