"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 20 October 2019,United Kingdom,8.3,5,"“The location was great, staff were very friendly.”","['• Leisure trip', '• Couple', '• Bed in 12-Bed Mixed Dormitory Room', '• Stayed 3 nights', '• Submitted via mobile']",The hostel didn't keep the AC on in the rooms during the day so if you fancy a midday nap be warned that it'll be hot! Also there are a few bars around outside the hostel and they play music quite late into the night which can be heard from the front facing rooms.,"The location was great, staff were very friendly. Bed was comfortable and blankets were provided if you ask. The free scooter tour was the highlight, very fast paced so be prepared to keep up and have tired legs the next day but it's so worth it, a completely different way to experience the city.",Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 20 October 2019,Pakistan,10,4,“I like singapore”,"['• Leisure trip', '• Solo traveller', '• Bed in 8-Bed Mixed Dormitory Room', '• Stayed 2 nights', '• Submitted via mobile']",There should be terrace where one can smoke without going for outside each time,"Near to bus and train station,
Nice place and easy to find 
Staff is good very friendly and cooperative.",Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 19 October 2019,United Kingdom,7.5,1,“Nice hostel in a good location to explore the city”,"['• Leisure trip', '• Solo traveller', '• Bed in 12-Bed Mixed Dormitory Room', '• Stayed 2 nights', '• Submitted via mobile']","Although we had air con it was only one side of the room and the fan didn’t do much, so nights were pretty hot. It also wasn’t that social, though it did have potential. I think they should put some events or activities on downstairs in the evenings to get people involved and talking to one another because it was very very quiet and pretty anti-social at times! No locks on each dorm room only on the main outside door so it’s a bit daunting with leaving your possessions, but they do have lockers available (bring a padlock).","Really clean hostel, bathroom was pretty nice (although they are mixed so be warned!), good downstairs area with tables, chairs and sofas to relax in and use the WiFi, free breakfast is a bonus too.",Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 18 October 2019,Malaysia,8.3,4,“Easier to find foods store.”,"['• Leisure trip', '• Solo traveller', '• Bed in 12-Bed Mixed Dormitory Room', '• Stayed 2 nights', '• Submitted via mobile']","Some facilities suggest to change new.
Redecorate for new look(same look year ago).","Easier to find foods store.
Centre of Singapore and short distance to famous area.
MRT nearby with short walking distance.",Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 14 October 2019,Malaysia,8.0,9,“Great value for money”,"['• Leisure trip', '• Solo traveller', '• Bed in 8-Bed Female Dormitory Room', '• Stayed 2 nights', '• Submitted via mobile']",The floor was really quite dusty. Also the air-conditioning wasn't quite cold enough and the room felt a little warm,"The location! It is so convenient, a very short walk from the Rochor MRT station. You can also easily walk around Little India as well. 
Breakfast is provided! I didn't take any but they looked quite decent, and it's really a convenient luxury. The staff is informative and friendly too! There are discounts for various attractions (again, as I was in Singapore to meet up with friends I didn't go for any attractions) which I think is a good deal as well.",Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 12 October 2019,United Kingdom,7.5,6,“They allowed me to shorten my stay without paying which I...”,"['• Leisure trip', '• Solo traveller', '• Bed in 8-Bed Female Dormitory Room', '• Stayed 3 nights', '• Submitted via mobile']",,They allowed me to shorten my stay without paying which I really appreciated it! The location was perfect as I love Indian food and it was in Little India :) Breakfast was nice. The staff members were nice,Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 12 October 2019,Netherlands,8.3,19,"“Common room is nice, they give various tips on what you can...”","['• Leisure trip', '• Solo traveller', '• Bed in 8-Bed Mixed Dormitory Room', '• Stayed 3 nights', '• Submitted via mobile']",The bathroom is small and can use an update. Breakfast is basic.,"Common room is nice, they give various tips on what you can do, you can borrow travel books etc.",Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 9 October 2019,Israel,9.6,1,“Awesome place for backpackers ”,"['• Leisure trip', '• Solo traveller', '• Bed in 12-Bed Mixed Dormitory Room', '• Stayed 6 nights', '• Submitted via mobile']",,"If you travel solo (or with friends as well), I highly recommend this hostel. Common space is a bomb! Very social and easy to make new friends and travel with! The staff gave me amazing service and they truly know how to host their guests. Lovely!",Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 9 October 2019,Armenia,9.6,9,"“Great staff, good location, cheap but great for Singapore”","['• Leisure trip', '• Solo traveller', '• Bed in 12-Bed Mixed Dormitory Room', '• Stayed 2 nights']",The quality of the showers that they sell is not good and they don't provide rental towels so it's better to take one with you.,The venue met my expectations in terms of paying that amount of money. The staff was friendly and helpful. They help me to figure out many things. The location is great: near MRT. Clean toilets and shower cabins.,Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 8 October 2019,Indonesia,7.5,32,“My 3rd time stay here and all still same.”,"['• Leisure trip', '• Solo traveller', '• Bed in 12-Bed Mixed Dormitory Room', '• Stayed 1 night']","Wifi still working slow in room like before, have to go to common room to get better connection",My 3rd time stay here and all still same. A place to stay with basic facilities. Good value for money.,Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 6 October 2019,Australia,6.3,3,"“Good location, close to the train station.”","['• Leisure trip', '• Couple', '• Bed in 12-Bed Mixed Dormitory Room', '• Stayed 2 nights', '• Submitted via mobile']",In the first night I couldn’t sleep because of the terrible smell in the room. Second night I asked to move and the other room was better but noisy.,"Good location, close to the train station. Good price and fair breakfast for what you pay.",Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 5 October 2019,Belgium,6.3,1,"“Would recommend it, but only for the scooter tour!”","['• Leisure trip', '• Solo traveller', '• Bed in 8-Bed Mixed Dormitory Room', '• Stayed 4 nights']","The accomodation was rather basic. It was clean, but simple. The beds made a lot of noise and you could feel the mattresses were already quite old. There wasn't enough plugs for everyone sometimes and there isn't enough space in the showers where you could easily change clothes or get dressed.",The free scooter tour was amazing! The guide was experienced and we saw a lot of Singapore in a couple of hours. It's a great way to get to know some of your fellow travellers. Also the WiFi was good!,Stayed in October 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
"The InnCrowd Backpackers' Hostel, Singapore",Reviewed: 4 October 2019,Indonesia,9.2,1,“Awesome experience”,"['• Leisure trip', '• Solo traveller', '• Bed in 12-Bed Mixed Dormitory Room', '• Stayed 2 nights', '• Submitted via mobile']",,It's just a regular hostel but the staff was really nice and everything is constantly being cleaned so I liked that. Honestly I have nothing to complain about.,Stayed in September 2019,7.8,7.3,7,8.7,7.4,8.4,8,7.8
